Unnamed: 0,county name,state,county_population_increased_2015_2016,year,female_total_population,female_age_under_5_pct,female_age_5_to_9_pct,female_age_10_to_14_pct,female_age_15_to_19_pct,female_age_20_to_24_pct,female_age_25_to_29_pct,female_age_30_to_34_pct,female_age_35_to_39_pct,female_age_40_to_44_pct,female_age_45_to_49_pct,female_age_50_to_54_pct,female_age_55_to_59_pct,female_age_60_to_64_pct,female_age_65_to_69_pct,female_age_70_to_74_pct,female_age_75_to_79_pct,female_age_80_to_84_pct,female_age_85_and_over_pct,male_total_population,male_age_under_5_pct,male_age_5_to_9_pct,male_age_10_to_14_pct,male_age_15_to_19_pct,male_age_20_to_24_pct,male_age_25_to_29_pct,male_age_30_to_34_pct,male_age_35_to_39_pct,male_age_40_to_44_pct,male_age_45_to_49_pct,male_age_50_to_54_pct,male_age_55_to_59_pct,male_age_60_to_64_pct,male_age_65_to_69_pct,male_age_70_to_74_pct,male_age_75_to_79_pct,male_age_80_to_84_pct,male_age_85_and_over_pct
3014,DeKalb County,Georgia,True,2013,373459,6.9,6.2,5.7,5.9,6.9,7.8,8.4,7.8,7.2,6.9,6.9,6.4,5.7,3.8,2.6,1.7,1.6,1.6,339881,7.9,7.4,6.4,6.2,7.2,8.2,8.7,7.7,7.7,6.9,6.7,5.7,4.9,3.4,2.0,1.3,0.8,0.9
3844,DeKalb County,Georgia,True,2014,378912,6.8,6.1,6.0,5.3,6.8,8.3,8.3,7.0,7.7,6.8,7.0,6.4,5.7,3.9,2.9,2.1,1.3,1.4,343249,8.0,7.5,6.2,6.2,7.1,8.3,8.3,7.9,7.2,6.9,6.7,5.8,4.9,3.4,2.6,1.3,1.0,0.6
4140,DeKalb County,Georgia,True,2015,386772,6.7,5.5,6.6,5.4,6.8,8.4,8.2,7.3,7.2,6.9,6.8,6.4,5.8,4.4,2.8,1.6,1.4,1.7,348099,7.8,7.2,6.5,6.0,6.9,8.5,8.2,7.8,7.2,6.9,6.8,5.8,5.2,4.1,1.9,1.6,0.9,0.7
290,Dougherty County,Georgia,False,2010,51229,7.0,8.1,5.8,7.5,8.6,7.3,6.0,5.8,5.4,6.2,6.8,6.8,4.9,3.8,3.2,2.2,2.1,2.5,43348,8.7,6.5,7.2,10.9,7.0,6.6,6.4,6.6,4.9,6.4,6.2,8.3,3.7,4.4,2.6,1.8,1.0,0.7
1363,Dougherty County,Georgia,False,2011,51268,6.5,7.7,5.4,7.1,8.5,8.6,6.0,7.5,5.0,6.0,6.4,6.6,5.1,3.2,3.7,2.6,1.9,2.2,43520,8.1,7.1,8.1,8.6,9.4,6.7,6.3,5.4,6.4,5.9,6.1,4.6,6.7,3.6,2.8,2.3,1.3,0.7
2233,Dougherty County,Georgia,False,2012,50280,6.8,7.1,6.2,7.3,9.0,6.8,6.5,5.8,5.5,5.9,6.7,6.7,5.7,3.9,3.2,2.5,1.6,2.8,44221,8.5,8.0,7.5,8.2,8.5,6.5,6.2,5.5,6.1,6.1,6.2,5.6,6.1,4.4,2.0,1.8,1.6,1.1
3015,Dougherty County,Georgia,False,2013,49688,6.4,5.5,7.5,8.0,7.7,6.9,6.6,6.1,5.8,6.1,6.3,6.0,6.8,3.9,3.6,1.8,1.8,3.4,43281,7.4,7.2,9.2,7.8,9.4,7.0,6.7,3.6,7.1,5.7,6.1,4.7,7.2,3.1,3.7,1.9,1.4,0.9
3845,Dougherty County,Georgia,False,2014,49645,6.6,5.5,6.3,7.7,8.3,6.8,6.5,6.2,5.6,6.2,6.4,5.4,7.6,4.5,3.6,2.7,2.3,1.8,42762,8.0,9.9,6.1,7.6,8.6,6.8,6.1,6.3,5.0,5.7,6.2,5.0,6.7,3.6,3.9,1.2,1.3,1.8
4141,Dougherty County,Georgia,False,2015,49715,7.1,5.5,6.6,7.1,8.6,6.5,6.8,5.1,6.1,5.4,6.8,5.1,7.6,4.2,4.1,2.2,2.9,2.2,41617,7.1,7.9,7.2,7.6,8.5,7.2,6.4,3.3,7.4,5.7,6.0,7.0,5.9,6.0,2.2,1.4,2.3,0.9
291,Douglas County,Georgia,True,2010,69791,7.8,7.7,7.7,6.9,5.6,6.0,6.9,9.6,7.8,8.2,6.2,5.4,5.0,3.6,2.0,1.5,1.0,0.9,62931,6.9,8.5,8.2,7.7,5.9,6.7,6.4,6.1,10.3,8.8,7.1,4.5,5.4,2.9,2.4,1.0,0.8,0.4
1364,Douglas County,Georgia,True,2011,68957,6.8,7.4,7.0,7.0,6.9,5.0,5.6,8.5,9.7,8.3,7.1,5.9,5.7,2.6,3.2,1.7,0.5,1.0,64398,7.1,6.9,10.9,6.6,9.3,4.0,5.8,5.9,9.0,9.3,7.3,5.7,4.5,2.9,2.8,1.0,0.8,0.4
2234,Douglas County,Georgia,True,2012,70013,6.4,8.4,6.9,6.2,6.1,5.0,6.2,8.5,9.6,8.4,6.9,5.1,5.5,3.7,2.5,1.6,2.3,0.7,63958,7.7,7.8,9.4,7.1,6.0,4.8,7.1,8.1,7.5,8.6,6.9,5.5,4.7,4.3,1.8,1.6,0.9,0.2
3016,Douglas County,Georgia,True,2013,71391,6.8,6.1,8.6,7.5,5.5,5.6,6.6,7.8,8.7,7.8,7.2,6.3,5.0,3.8,2.9,1.6,1.3,0.8,64988,7.2,7.8,8.7,6.5,4.7,8.2,6.2,7.6,6.9,8.0,7.8,6.0,4.9,4.6,2.7,0.9,1.1,0.2
3846,Douglas County,Georgia,True,2014,72387,6.2,7.5,7.2,7.0,6.5,5.8,6.1,7.9,7.5,8.7,7.2,6.4,5.0,3.3,3.6,1.6,1.4,1.1,66389,6.0,7.7,9.8,8.6,6.4,5.7,5.8,5.7,8.5,7.5,7.7,7.3,4.1,4.0,2.3,1.4,0.9,0.5
4142,Douglas County,Georgia,True,2015,72032,5.3,7.0,7.6,5.8,6.8,5.6,6.8,8.4,7.6,7.9,7.2,7.3,4.8,5.3,2.5,1.8,1.1,1.3,68701,8.2,6.7,9.1,10.1,5.8,6.4,5.6,5.6,8.4,7.0,6.9,6.6,4.4,2.9,3.2,1.5,0.7,0.9
292,Fayette County,Georgia,True,2010,54866,4.4,7.4,7.6,7.5,4.1,3.3,4.9,5.3,8.4,10.0,8.7,8.8,6.1,4.5,2.8,1.7,1.6,2.9,52079,4.6,8.7,8.2,9.7,5.2,3.3,4.0,5.2,8.0,8.8,8.7,8.0,6.7,3.6,3.4,1.8,1.6,0.6
1365,Fayette County,Georgia,True,2011,55439,3.7,6.5,8.0,8.0,4.6,3.3,4.6,5.2,8.2,9.5,8.9,8.9,5.8,4.8,3.6,3.0,1.7,1.8,52345,4.0,6.3,10.5,9.5,4.9,3.7,3.3,4.8,8.0,8.7,9.1,7.9,6.4,5.1,3.1,2.9,1.1,0.7
2235,Fayette County,Georgia,True,2012,55782,4.0,6.1,7.4,8.6,4.9,3.3,5.0,5.3,7.8,8.1,8.2,8.6,6.6,5.8,3.1,1.8,3.0,2.2,51742,4.4,6.1,9.5,7.9,5.2,5.6,3.5,5.8,7.1,7.8,8.7,7.7,7.1,6.0,3.0,1.6,1.3,1.6
3017,Fayette County,Georgia,True,2013,55838,3.6,5.2,8.7,9.2,5.1,3.4,3.8,5.3,6.8,10.1,7.6,8.1,6.8,5.2,4.2,3.6,1.8,1.5,52527,2.6,9.2,7.4,8.9,7.9,3.4,3.4,4.2,7.8,7.5,8.4,9.1,5.5,6.0,3.6,2.4,1.6,1.1
3847,Fayette County,Georgia,True,2014,56390,3.5,6.2,7.4,7.0,6.6,4.4,3.4,3.4,8.4,9.8,7.7,8.2,6.4,5.5,4.6,3.0,2.3,2.2,53274,5.2,6.7,7.3,9.5,6.5,4.0,4.4,4.5,5.4,8.1,8.5,8.2,6.7,5.5,4.1,2.4,2.3,0.7
4143,Fayette County,Georgia,True,2015,57156,4.1,4.8,8.1,8.7,5.9,3.6,3.9,6.1,5.5,7.7,8.7,8.1,6.6,6.9,4.9,2.5,2.0,1.9,53558,3.3,5.5,9.6,10.4,4.8,4.8,3.3,5.3,6.6,7.9,8.1,8.5,6.3,5.2,5.2,2.7,1.2,1.5
293,Floyd County,Georgia,True,2010,50339,6.3,7.8,5.0,9.0,7.2,5.7,6.2,4.8,7.0,6.6,6.8,7.0,5.5,3.9,3.9,2.8,2.5,2.0,45935,7.1,7.7,6.4,7.6,6.1,6.4,7.6,6.1,7.3,6.7,6.7,5.6,6.4,3.3,4.0,2.7,0.9,1.4
1366,Floyd County,Georgia,True,2011,49528,5.7,7.4,5.9,8.6,6.1,5.9,5.8,5.2,7.7,6.5,6.6,5.2,6.5,4.2,4.6,3.8,1.1,3.4,46461,6.8,7.0,7.5,6.1,6.9,6.3,6.5,7.5,7.3,6.5,6.9,5.4,6.3,4.8,3.0,3.1,1.4,0.7
2236,Floyd County,Georgia,True,2012,49754,5.9,5.0,8.2,7.4,7.1,5.4,7.5,5.0,6.8,6.7,5.9,7.5,5.8,3.4,4.8,2.8,2.6,2.2,46423,7.2,6.3,8.1,6.3,7.7,6.0,6.1,5.0,8.7,5.9,7.4,7.2,5.2,4.1,3.7,3.4,1.2,0.7
3018,Floyd County,Georgia,True,2013,49159,5.9,7.8,5.0,7.5,6.5,6.3,6.2,5.9,6.8,5.1,7.6,6.5,6.2,4.3,4.5,3.7,2.7,1.6,46662,6.4,7.8,6.8,7.6,8.6,3.9,5.4,6.8,6.7,7.1,6.8,8.3,5.1,4.2,3.5,2.0,1.9,1.1
3848,Floyd County,Georgia,True,2014,49327,5.3,6.6,5.8,7.8,6.8,5.8,6.8,6.5,6.2,6.4,6.7,8.1,4.3,4.9,3.9,3.4,2.1,2.9,46736,6.3,6.3,8.3,7.4,8.5,5.0,6.4,4.7,7.4,7.2,6.8,6.4,5.8,3.8,4.1,1.9,2.1,1.5
4144,Floyd County,Georgia,True,2015,49044,5.3,6.9,5.2,7.0,6.9,6.0,6.2,6.3,5.4,7.5,6.7,6.1,6.6,5.4,4.3,2.5,2.4,3.2,47460,6.4,6.0,8.4,8.7,5.7,7.5,5.5,4.8,7.0,6.9,7.2,5.4,6.7,5.6,2.7,2.3,2.0,1.3
294,Forsyth County,Georgia,True,2010,89615,7.6,10.2,7.7,5.2,3.9,4.5,7.4,8.5,9.2,8.9,7.2,5.3,4.1,3.7,2.4,1.2,1.1,1.9,87123,7.9,9.9,9.0,6.7,4.8,3.4,5.7,9.8,9.1,9.1,7.2,4.6,4.8,2.8,2.7,1.3,1.0,0.3
1367,Forsyth County,Georgia,True,2011,88804,4.7,10.9,6.2,7.7,4.3,4.0,6.8,5.5,11.5,8.6,8.5,4.8,5.3,4.2,2.4,3.2,0.4,1.2,93036,8.9,9.3,11.3,8.5,6.0,1.8,5.7,7.0,9.0,8.2,6.8,4.7,4.8,2.1,3.1,0.9,1.0,0.9
2237,Forsyth County,Georgia,True,2012,94905,6.5,9.6,7.6,6.7,3.8,3.9,6.6,8.6,9.4,9.1,6.7,5.4,4.7,4.0,2.7,1.5,1.6,1.7,93023,7.1,10.6,8.2,7.5,4.2,3.9,5.3,7.7,9.3,9.5,7.6,5.3,4.1,3.7,2.7,1.2,1.3,0.7
3019,Forsyth County,Georgia,True,2013,98332,6.3,8.2,9.5,6.6,4.4,4.0,6.3,7.2,10.4,8.7,6.9,5.7,4.4,4.3,2.9,1.7,1.6,1.1,97073,6.5,8.7,10.2,7.4,4.5,4.3,4.5,7.8,9.6,9.0,7.6,5.5,4.4,4.4,2.3,1.3,1.1,0.9
3849,Forsyth County,Georgia,True,2014,103783,6.0,8.1,8.7,7.6,4.1,4.0,6.5,8.1,8.3,9.1,7.5,4.8,5.3,4.6,2.9,1.8,1.4,1.3,100519,6.0,8.4,9.8,7.9,4.9,4.5,4.8,7.3,9.8,8.9,7.7,5.4,4.7,3.9,2.7,1.4,1.0,1.0
4145,Forsyth County,Georgia,True,2015,106240,5.6,8.4,8.4,7.1,4.6,4.4,6.0,7.8,8.8,8.5,7.6,5.6,4.8,3.8,3.9,2.0,1.1,1.4,106198,5.9,9.2,9.3,7.7,5.0,4.1,5.3,7.6,9.7,8.3,7.5,6.2,4.1,3.9,3.0,1.8,1.1,0.5
295,Fulton County,Georgia,True,2010,475065,6.4,6.5,6.1,6.5,7.5,8.7,8.1,7.9,7.1,7.1,6.8,5.5,5.1,3.4,2.2,1.6,1.3,2.0,451132,7.1,7.2,6.5,7.0,8.1,8.6,8.0,7.6,8.2,7.5,6.7,5.3,4.7,2.6,2.0,1.1,0.9,0.8
1368,Fulton County,Georgia,True,2011,485448,6.4,6.2,6.4,6.7,7.3,8.6,8.2,7.4,7.3,7.2,6.9,6.0,5.1,3.7,2.0,1.7,1.2,2.0,464151,7.1,7.7,5.9,7.3,7.9,8.7,8.1,7.6,7.9,7.5,6.6,5.3,4.9,2.8,1.9,1.4,0.8,0.6
2238,Fulton County,Georgia,True,2012,500164,6.3,5.5,7.0,6.5,7.5,8.4,8.2,7.7,7.2,6.9,6.8,5.7,5.2,3.4,2.6,1.7,1.5,1.9,477609,6.9,6.3,7.1,7.3,8.0,8.6,8.1,7.3,8.0,7.3,6.7,5.5,4.6,2.8,2.4,1.2,1.0,0.7
3020,Fulton County,Georgia,True,2013,506040,6.3,6.3,6.3,6.7,7.2,8.2,8.2,7.4,7.5,6.8,6.7,5.9,5.0,3.6,2.8,2.1,1.3,1.7,478253,7.0,7.2,6.5,7.0,7.9,8.4,8.1,7.2,7.9,7.2,6.9,5.5,4.7,3.3,2.1,1.6,1.0,0.7
3850,Fulton County,Georgia,True,2014,512757,6.1,6.4,6.1,6.4,7.2,8.2,8.2,7.9,6.9,6.8,6.8,5.7,5.4,3.7,2.9,1.8,1.6,1.8,483562,6.9,6.9,6.7,6.9,7.9,8.4,8.1,7.9,7.0,7.2,6.9,5.7,4.7,3.2,2.5,1.4,0.7,1.1
4146,Fulton County,Georgia,True,2015,521299,6.0,6.0,6.3,6.5,7.1,8.3,8.0,7.9,6.8,6.9,6.8,5.8,5.4,4.1,3.0,1.9,1.5,1.7,489263,6.7,7.1,6.3,7.0,7.9,8.4,7.9,7.0,7.7,7.5,6.7,6.0,4.7,3.5,2.5,1.4,1.2,0.6
296,Glynn County,Georgia,True,2010,41241,6.1,6.2,5.6,5.5,6.8,6.7,6.0,5.3,7.4,6.3,7.7,6.5,7.5,4.0,5.3,2.6,2.4,2.2,38575,8.0,7.8,6.7,7.4,5.3,6.8,4.8,3.1,9.7,7.3,6.1,5.1,7.3,5.7,2.6,3.4,1.7,0.9
1369,Glynn County,Georgia,True,2011,41859,4.6,6.6,7.7,6.7,5.9,4.5,7.0,5.5,6.7,6.5,7.5,4.9,8.0,5.6,4.9,2.9,1.9,2.5,38527,6.5,8.9,7.4,6.3,6.5,4.1,6.0,4.6,8.5,7.5,6.7,5.6,7.2,4.3,4.3,3.1,1.5,0.9
2239,Glynn County,Georgia,True,2012,41641,6.2,5.3,6.5,6.1,5.5,5.6,5.1,7.0,7.0,6.9,6.9,6.4,7.5,6.7,3.6,2.7,2.3,2.6,39381,6.8,7.1,7.4,8.0,6.2,6.0,5.8,4.1,6.9,6.7,7.6,5.7,7.3,5.3,3.6,2.3,1.9,1.3
3021,Glynn County,Georgia,True,2013,44687,6.4,4.5,8.4,7.4,5.5,5.2,7.3,7.6,3.5,6.8,6.5,6.9,6.2,6.2,4.7,1.6,3.1,2.3,36821,5.6,6.2,8.0,6.1,6.4,6.1,3.6,5.5,8.2,7.1,7.2,7.0,7.0,5.8,4.6,2.0,2.5,1.3
3851,Glynn County,Georgia,True,2014,42548,4.3,6.9,5.7,6.2,4.0,7.2,6.2,5.1,7.8,6.1,6.4,8.6,6.3,6.4,3.8,3.7,3.4,1.9,39627,7.4,4.7,9.4,7.3,6.6,5.3,7.4,4.6,5.9,5.8,7.1,5.2,7.5,5.2,4.4,3.0,2.0,1.3
4147,Glynn County,Georgia,True,2015,43821,4.2,6.4,7.2,4.7,6.5,5.6,5.9,5.9,5.4,6.6,7.6,7.6,7.0,6.5,5.0,3.3,1.5,3.1,39758,8.0,6.6,6.1,7.1,3.9,8.2,5.3,7.5,5.1,5.8,6.8,4.6,8.1,4.3,6.1,2.7,2.1,1.6
297,Gwinnett County,Georgia,True,2010,409780,7.4,8.2,7.8,7.0,5.6,6.6,7.6,9.1,7.8,8.2,7.1,5.4,4.5,2.6,1.9,1.5,0.9,0.9,398939,8.0,9.1,7.9,7.8,6.4,7.0,7.4,7.9,8.4,8.1,6.9,4.9,4.4,2.4,1.6,1.1,0.5,0.4
1370,Gwinnett County,Georgia,True,2011,417643,7.3,8.3,7.5,7.1,5.6,6.5,7.5,8.9,7.7,8.2,7.2,5.7,4.6,2.8,1.9,1.6,1.0,0.8,407298,7.8,8.2,8.7,7.9,6.4,7.0,7.4,7.4,8.4,8.0,7.0,5.3,4.2,2.5,2.1,1.0,0.3,0.5
2240,Gwinnett County,Georgia,True,2012,428019,7.0,7.1,8.6,7.0,5.9,6.4,7.4,7.9,8.3,8.0,7.2,5.5,4.9,3.0,2.1,1.4,1.1,1.0,414027,7.6,8.8,7.9,7.8,6.6,6.9,7.3,7.8,7.8,7.8,7.2,6.0,3.8,2.8,1.8,1.3,0.5,0.4
3022,Gwinnett County,Georgia,True,2013,437573,6.9,7.6,8.1,7.1,6.1,6.2,7.1,7.3,8.7,7.8,7.3,6.0,4.6,3.1,2.7,1.4,0.8,1.2,421731,7.3,9.2,7.6,7.8,6.8,6.6,7.1,7.7,7.5,7.7,7.2,5.6,4.6,3.1,2.0,1.3,0.6,0.3
3852,Gwinnett County,Georgia,True,2014,448721,6.7,7.0,8.6,7.1,6.2,6.3,7.0,6.8,8.8,7.8,7.4,5.7,5.2,3.6,2.3,1.4,1.0,1.2,429201,7.1,7.7,9.1,7.7,6.9,6.6,7.0,7.0,7.9,7.7,7.3,6.0,4.4,3.5,1.8,1.3,0.6,0.4
4148,Gwinnett County,Georgia,True,2015,457496,6.6,7.5,7.9,7.1,6.3,6.3,6.9,7.3,8.1,7.7,7.4,5.3,5.8,3.9,2.2,1.6,1.3,0.8,438327,7.0,8.3,8.3,7.8,7.0,6.6,6.8,7.3,7.4,7.6,7.2,5.7,5.1,3.3,2.3,1.2,0.8,0.3
298,Hall County,Georgia,True,2010,90620,7.6,8.1,6.8,6.5,6.7,6.2,6.6,6.4,8.5,6.2,6.6,4.7,5.9,4.5,3.0,2.6,1.3,1.7,89633,8.2,8.6,7.6,7.3,7.1,7.0,6.4,6.8,7.5,7.2,6.4,5.1,4.7,3.2,3.0,1.6,1.3,1.0
1371,Hall County,Georgia,True,2011,91845,6.9,7.3,8.6,6.0,6.7,5.9,7.1,5.8,9.2,5.6,6.7,5.4,5.3,4.2,3.4,1.7,2.3,1.8,91207,8.4,8.3,7.7,7.4,6.2,6.8,7.1,6.0,8.2,8.2,5.5,5.6,4.4,4.3,2.1,2.3,1.0,0.4
2241,Hall County,Georgia,True,2012,91876,6.8,8.2,7.0,6.2,7.0,6.5,6.2,5.9,7.9,6.8,6.3,5.7,5.5,5.0,3.0,2.4,2.1,1.5,93540,7.9,8.6,7.4,8.2,7.0,6.4,6.1,8.1,6.0,6.5,6.4,5.9,4.8,3.6,3.0,1.9,1.2,0.8
3023,Hall County,Georgia,True,2013,92025,5.2,7.5,7.6,6.7,6.7,6.2,6.6,7.1,6.8,6.7,6.2,5.9,5.7,4.9,3.3,2.8,2.5,1.7,95720,9.3,7.5,8.1,7.2,7.0,6.4,6.5,6.6,6.9,7.1,6.0,6.0,4.4,4.0,2.8,1.8,1.6,0.8
3853,Hall County,Georgia,True,2014,95715,6.3,7.4,8.1,6.7,6.8,5.8,6.7,6.5,6.4,6.8,6.3,5.9,5.5,4.2,4.1,2.7,2.1,1.9,95046,6.9,8.1,8.0,6.5,7.1,6.5,7.1,6.5,6.9,7.1,6.6,5.7,4.6,4.5,3.4,1.8,2.0,0.9
4149,Hall County,Georgia,True,2015,96961,6.5,7.4,7.1,6.7,6.1,6.7,6.2,6.5,6.4,7.0,6.3,7.2,4.7,4.8,4.0,2.6,1.9,2.0,96574,6.9,8.3,7.1,7.2,7.3,6.4,6.7,6.8,6.0,7.1,7.3,5.6,5.2,4.9,2.9,2.6,1.1,0.8
299,Henry County,Georgia,True,2010,106023,6.4,7.4,9.1,6.2,5.5,5.9,7.4,9.0,8.2,9.0,6.5,5.3,4.9,3.2,2.5,1.2,1.0,1.2,99242,7.1,10.5,7.6,9.0,5.9,6.0,6.3,6.9,8.6,8.4,6.6,6.1,3.6,2.8,1.9,1.7,0.7,0.3
1372,Henry County,Georgia,True,2011,108311,5.4,6.9,8.2,9.7,5.6,5.2,6.2,8.2,9.2,8.1,6.7,6.9,4.4,3.6,2.1,1.8,1.0,0.9,99049,7.7,8.3,9.6,8.1,6.7,4.4,5.4,7.2,7.9,9.9,7.5,5.9,3.7,3.0,1.7,1.9,0.9,0.2
2242,Henry County,Georgia,True,2012,108835,6.1,5.8,9.3,7.7,6.6,5.6,6.1,7.2,9.5,8.3,6.9,6.6,4.2,3.3,3.1,1.8,1.0,1.0,100218,6.5,9.2,8.5,8.9,6.8,5.1,5.5,6.9,8.1,8.5,7.3,6.2,4.0,3.5,2.3,1.3,0.8,0.6
3024,Henry County,Georgia,True,2013,109431,5.5,7.8,7.2,7.0,7.6,5.3,6.1,8.6,7.1,8.5,7.3,5.8,5.7,3.9,2.7,1.6,0.7,1.6,101697,6.8,7.4,9.9,8.9,6.5,5.4,5.7,6.4,8.6,8.4,7.0,5.4,4.9,4.3,2.0,1.1,0.7,0.7
3854,Henry County,Georgia,True,2014,112248,5.6,6.5,8.4,7.1,5.7,5.8,6.3,7.5,9.7,7.7,7.5,4.8,6.0,4.4,3.0,1.6,1.3,1.0,101621,6.2,8.8,8.2,9.8,6.1,5.1,5.9,6.3,8.1,7.6,7.9,6.0,4.8,4.4,2.2,1.0,1.5,0.1
4150,Henry County,Georgia,True,2015,114409,5.3,7.3,7.5,7.6,6.6,6.2,5.6,6.0,9.1,8.1,7.5,6.2,5.6,4.3,2.8,2.0,1.2,1.2,103330,5.9,8.3,7.4,9.6,8.1,4.9,5.4,6.4,7.3,8.0,7.7,7.3,3.6,4.1,2.6,1.6,0.8,0.7
300,Houston County,Georgia,True,2010,71956,7.4,7.1,6.4,6.9,6.6,7.2,7.0,7.2,6.1,8.2,6.8,7.0,4.5,3.1,2.7,2.1,2.2,1.5,68757,7.3,8.2,7.6,8.5,6.8,7.5,5.6,7.0,7.5,7.5,7.1,6.7,4.1,2.9,2.3,1.8,1.0,0.5
1373,Houston County,Georgia,True,2011,74221,6.6,6.0,8.3,7.8,5.5,7.1,6.7,7.4,7.3,7.3,7.3,7.3,3.7,3.1,3.4,1.7,1.4,1.9,69704,7.0,7.2,8.6,9.8,7.1,5.5,6.4,5.3,8.2,8.5,6.3,4.8,6.3,3.7,1.8,2.2,0.5,0.8
2243,Houston County,Georgia,True,2012,75749,6.4,6.5,8.1,6.0,6.9,7.7,7.0,6.7,8.0,7.1,6.8,6.0,4.5,3.6,2.5,2.5,2.6,1.2,70387,7.1,7.1,8.8,7.7,6.9,8.9,7.0,5.2,7.8,6.2,7.5,5.6,4.8,2.5,3.0,2.4,1.4,0.2
3025,Houston County,Georgia,True,2013,74767,6.3,6.5,7.4,5.8,7.9,6.8,8.2,7.4,6.3,6.4,7.2,7.1,4.1,4.4,2.7,2.2,1.7,1.5,72891,6.7,8.1,8.3,7.4,8.1,7.1,8.3,5.0,5.8,7.3,7.0,6.7,4.0,3.6,2.5,1.6,1.7,0.9
3855,Houston County,Georgia,True,2014,77144,7.7,7.6,5.6,6.3,5.9,8.6,7.2,8.4,5.1,6.4,7.5,6.7,4.6,4.8,2.2,3.0,0.9,1.6,71967,6.4,7.0,8.9,8.2,6.7,7.1,7.0,7.0,6.8,5.8,7.5,5.5,6.1,4.0,2.1,2.3,0.7,0.8
4151,Houston County,Georgia,True,2015,77760,7.4,6.7,6.8,5.4,7.4,7.1,6.9,4.7,8.8,6.5,7.2,6.8,4.1,3.9,3.5,2.6,2.1,2.1,72273,7.0,7.9,7.5,6.2,7.5,7.7,7.1,5.8,7.3,6.8,7.3,6.2,4.7,4.3,2.5,1.2,1.9,1.2
